business_name,contact_name,email,phone,ein,business_address,city,state,zip,ffl_license_number,ffl_license_type,ffl_expiry,sot_license_type,sot_tax_year,sot_period_start,sot_period_end,sot_control_number,sot_receipt_date,tax_exempt,sales_tax_id,notes,tier,verified,created_at
C2 Arms,,,(214) 908-9744,,,Keller,TX,76244,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CAC HOLDINGS LLC,,,(561) 317-5511,,,Fort Lauderdale,FL,33301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cane River Firearms & Outdoors,,,(318) 277-0579,,,Lena,LA,71447,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Capital Sporting Goods,,,(406) 443-2978,,,Helena,MT,59601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Carolina Gunrunners,,,(919) 803-4605,,,Raleigh,NC,27601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Carolina Laser Works,,,(336) 977-9489,,,Jefferson,NC,28640,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Carry & Conceal of Tampa Bay,,,(813) 200-7190,,,Tampa Bay,FL,33609,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Carson Armory,,,(775) 246-3646,,,Carson City,NV,89705,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Carter Firearms,,,(318) 469-8401,,,Minden,LA,71055,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CC PLUS II,,,(936) 788-1800,,,CONROE,TX,77301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CDM TACTICAL,,,(580) 243-9739,,,Elk City,OK,73644,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CDS arms,,,(724) 835-4556,,,Claridge,PA,15623,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Celerot Firearms, llc",,,(931) 223-8542,,,Columbia,TN,38401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Center Mass Armaments LLC,,,(406) 548-1427,,,Bozeman,MT,59715,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Center Target Firearms LLC,,,(606) 260-8822,,,London,KY,40741,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Central Florida Gun and Tactical,,,(352) 434-4382,,,Leesburg,FL,34748,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Central-Iowa Impact,,,(515) 432-3212,,,Boone,IA,50036,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Central Texas Gun Works,,,(512) 731-3585,,,Austin,TX,73301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cerberus Security LLC,,,(701) 483-7522,,,Dickinson,ND,58601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CG Services,,,(352) 401-7646,,,Ocala,FL,34470,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
charlie's pawn shop inc,,,(985) 384-7296,,,Morgan city,LA,70380,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Chattanooga Bar Stools and More,,,(423) 553-7722,,,Chattanooga,TN,37401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Chelsea Firearms Co LLC,,,(412) 327-7141,,,Bethel Park,PA,15102,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cherokee Gun & Pawn,,,(678) 880-7956,,,Canton,GA,30114,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cherokee Guns,,,(828) 837-7771,,1936 US HWY 64 WEST,MURPHY,NC,28906,1-56-039-02-8L-13683,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Cherry Ridge Laser Engraving LLC,,,(814) 594-5529,,,Kane,PA,16735,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Chipley Gun & Pawn, Inc",,,(850) 638-8987,,,Chipley,FL,32428,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Chi Rho Precision,,,(208) 432-2372,,,Twin Falls,ID,83301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Christopher Thomas Mhoon,,,(405) 409-4220,,,Edmond,OK,73003,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Chucks Gun and Pawn,,,(478) 922-9851,,,Warner Robins,GA,31088,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Chuck's Guns and Ammo, LLC",,,(561) 748-4867,,6882 CYPRESS COVE CIRCLE,JUPITER,FL,33458,1-59-099-01-9C-12805,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Class 3 Designs,,,(405) 593-8958,,,Oregon City,OR,97045,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Class 3 Solutions, Inc.",,,(352) 787-0419,,,Leesburg,FL,34748,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Classic American Gunsmith LLC,,,(434) 989-1263,,,Charlottesville,VA,22901,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CL Defense LLC,,,(229) 860-1440,,,McRae,GA,31055,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CML Outfitter,,,(907) 388-8884,,,Fairbanks,AK,99701,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Coastal Firearms,,,(386) 256-9181,,,Ormond Beach,FL,32173,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Code of Arms LLC,,,(580) 938-2964,,,Shattuck,OK,73858,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cody Teel (TGW),,,(307) 331-0049,,,Wheatland,WY,82201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cole Hanks/ Sand Creek Firearms,,,(406) 525-3542,,,Wolf Point,MT,59201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Colorado Class 3,,,(303) 918-6890,,,Centennial,CO,80112,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
COMMON SHOOTERS SUPPLY,,,(303) 669-7190,,,Aurora,CO,80011,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Condition One Firearms LLC,,,(440) 321-9207,,,Chardon,OH,44024,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Continental Armory LLC,,,(770) 744-0154,,,Alpharetta,GA,30004,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cooper Customs,,,(205) 728-3422,,,Calera,AL,35040,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Cooters Classic Firearms,,,(410) 838-8890,,,forest hill,MD,21050,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Copper Country Shooting Sports,,,(575) 538-8903,,,Silver City,NM,88061,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Copperhead Armory LLC,,,(601) 899-2465,,,Terry,MS,39170,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Covington Gun Sales,,,(334) 504-2914,,,Andalusia,AL,36420,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Creekside guns and Ammo,,,(770) 634-2144,,,Taylorsville,GA,30178,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Crosstac Arms,,,(970) 292-6750,,,Loveland,CO,80537,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"CSJB Holdings, Inc",,,(806) 776-4404,,,Lubbock,TX,79401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"C&S Metall-Werkes, Ltd.",,,(636) 928-1511,,,St. Charles,MO,63301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CTR FIREARMS LLC,,,(608) 554-3797,,,Janesville,WI,53545,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Custom Gun Finishes,,,(570) 399-5436,,,Minersville,PA,17954,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CWG Enterprises,,,(954) 200-1563,,,Margate,FL,33093,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
CYA LLC,,,(972) 279-4292,,,Forney,TX,75126,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DAE enterprises,,,(423) 534-3572,,,Erwin,TN,37650,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Daniel García,,,(956) 500-2361,,,Rio Grande city,TX,78582,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dark Horse Armory,,,(229) 236-4867,,,Metcalfe,GA,31820,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Darkside Tactical,,,(801) 200-3275,,,Draper,UT,84020,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Daugherty's Guns,,,(360) 265-3330,,,Port Orchard,WA,98366,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dauntless Armory,,,(575) 799-9154,,,Texico,NM,88135,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
David C Price,,,(561) 732-6947,,,boynton beach,FL,33424,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Davidson Defense Inc,,,(801) 616-3500,,,Orem,UT,84057,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DDK Guns and Sporting Goods LLC,,,(863) 698-0677,,,Plant City,FL,33563,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dead Dog Tactical,,,(580) 239-1833,,,Atoka,OK,74525,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Deadeye Gun and Pawn LLC,,,(417) 634-0343,,,sparta,MO,65753,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Deep Cover Solutions LLC,,,(337) 380-3609,,,Franklin,LA,70538,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Deep Creek Outfitters,,,(605) 457-2532,,,Creighton,SD,57625,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Deerfield Pistol and Archery Center,,,(608) 764-2040,,,Deerfield,WI,53531,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DEFCON DELTA TACTICAL LLC,,,(704) 466-4109,,,Kings Mountain,NC,28086,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Derek's Armory, LLC",,,(319) 550-4252,,,Walford,IA,52351,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Desert Devil Arms LLC,,,(480) 299-1778,,,El Mirage,AZ,85335,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Designated Firearms,,,(979) 308-4045,,,Danbury,TX,77534,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Devil Dog Armory LLC,,,(781) 630-1447,,,Fremont,NH,03044,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Devil Dog Gun Company, LLC",,,(817) 690-6304,,,Arlington,TX,76001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DG Firearms,,,(314) 749-1654,,,Florissant,MO,63031,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DGX,,,(435) 275-1296,,,St. George,UT,84790,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Discreet Ballistics,,,(802) 281-3047,,,Plainfield,NH,03781,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Div 3 Inc,,,(321) 363-3192,,,Orange City,FL,32763,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Division Of Arms, LLC",,,(409) 626-2543,,,Orange,TX,77630,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
D&L Guns Plus,,,(318) 982-7631,,,Choudrant,LA,71227,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DNA Guns,,,(240) 452-0556,,,Bunker Hill,WV,25413,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dona Ana Munitions,,,(575) 526-7913,,,Las Cruces,NM,88001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Double Tap Firearms Texas, Inc",,,(940) 923-7258,,,Iowa Park,TX,76367,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Douglas Starrett,,,(606) 923-3751,,,Flatwoods,KY,41139,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Down By The Tracks, Inc",,,(574) 699-6891,,,Galveston,IN,46932,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Down Range Training,,,(602) 509-6755,,,Queen Creek,AZ,85142,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Dozier Weaponry, LLC",,,(281) 331-8083,,,Alvin,TX,77511,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
D-R Armory & Fabrications,,,(256) 990-0736,,,Madison,AL,35756,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
D&R Gunsmithing and Sales,,,(843) 412-7948,,,Moncks Corner,SC,29461,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
D.T.O.M. Arsenal & Armory LLC,,,(229) 344-9020,,,Leesburg,GA,31763,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dunaway Custom Arms,,,(651) 302-1808,,,Forest Lake,MN,55025,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dunaway Custom Arms LLC,,,(651) 587-3727,,,Forest Lake,MN,55025,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Dunbar Firearms,,,(830) 683-7918,,,Midland,TX,79701,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
DWC032 Firearms LLC,,,(541) 420-9593,,,Bend,OR,97701,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Eagle Gun Range, Inc",,,(972) 353-4867,,,Lewisville,TX,75029,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Eagle Guns,,,(704) 788-9013,,,Concord,NC,28025,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"East Coast Glocks, LLC",,,(724) 902-7084,,,Ford Cliff,PA,16228,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Eastern Oregon Tactical,,,(541) 701-0395,,,Hermiston,OR,97838,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Easy Company Armory LLC,,,(563) 508-0608,,,Peoria,AZ,85345,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Eazor Precision LLC,,,(814) 590-4383,,,FALLS CREEK,PA,15840,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
EDC Tactical,,,(804) 266-5204,,,Richmond,VA,23234,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"EFI, LLC",,,(304) 229-6479,,,Inwood,WV,25428,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Elite Firearms,,,(843) 877-6368,,,Myrtle Beach,SC,29572,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Elk Bomb Shooting Supplies LLC,,,(307) 382-4867,,,Rock Springs,WY,82901,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Emerald Valley Armory, LLC",,,(541) 895-2666,,,Creswell,OR,97426,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Empire Machine LTD,,,(775) 636-1983,,,Reno,NV,89501,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Engage Armament,,,(301) 838-3151,,,Rockville,MD,20847,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Epic Enterprises LLC, dba Impact Weaponry",,,(603) 275-9856,,,Litchfield,NH,03052,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Eric Aldridge,,,(972) 825-6026,,,Waxahachie,TX,75165,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Everyday Training, Llc",,,(281) 475-8742,,,Sugar Land,TX,77478,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Everyman Tactical LLC,,,(832) 205-6752,,,Humble,TX,77338,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Evlutionz LLC,,,(904) 849-7874,,,Yulee,FL,32041,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Evolution Arms,,,(918) 256-7591,,,Vinita,OK,74301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
EXPERT OUTFITTERS GUN SHOP,,,(330) 965-9620,,,NORTH LIMA,OH,44452,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Express Firearms LLC,,,(479) 252-2881,,,Mansfield,AR,72944,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Exquisite Guns of Arkansas LLC.,,,(501) 960-8080,,,Little Rock,AR,72260,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Extreme Tactical,,,(406) 260-8990,,,Kalispell,MT,59901,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Falcon Defense Group,,,(502) 491-6942,,,Louisville,KY,40201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Fargione Firearms,,,(570) 562-6622,,,Taylor,PA,18517,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Farm N' Arms LLC,,,(863) 853-8982,,,Lakeland,FL,33801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Fast Tech Ordnance, LLC",,,(816) 564-5147,,,Kearney,MO,64060,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
FDL Group,,,(855) 335-4768,,,Baton Rouge,LA,70801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Field and Streams Sporting Goods,,,(325) 944-7094,,,San Angelo,TX,76901,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Fine Firearms of Washington PA,,,(724) 986-0734,,,Washington,PA,15301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Firearms 4 Less,,,(501) 680-4867,,,Little Rock,AR,72260,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Firearms Solutions,,,(580) 470-9508,,,Duncan,OK,73533,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Five Star Gun,,,(843) 399-4867,,,Longs,SC,29568,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Flickertail Firearms LLC,,,(701) 446-8292,,,Devils Lake,ND,58301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Florida Custom Weapon Finishing,,,(904) 419-0300,,,Jacksonville,FL,32099,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Flying Monkey Gun Works,,,(785) 458-8254,,,Wamego,KS,66547,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"FMJ, LLC",,,(740) 421-9811,,,Cambridge,OH,43725,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Fortress Firearms,,,(615) 332-5470,,,College Grove,TN,37046,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"FOURTH POINT DEFENSE, LLC",,,(903) 965-3311,,,Bonham,TX,75418,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Frank's Firearms LLC,,,(706) 556-9006,,,Harlem,GA,30814,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
French Creek Outerfitters Inc,,,(610) 933-7200,,,Phoenixville,PA,19460,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Frog Bones Family Shooting Center,,,(321) 312-4576,,260 N HARBOR CITY BLVD,MELBOURNE,FL,32935,1-59-009-07-6L-53533,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
"FRONTIER FIREARMS, LLC",,,(865) 376-0793,,,Kingston,TN,37763,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Frontier Guns And Ammo,,,(406) 375-1301,,,Hamilton,MT,59840,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
